filename,width,height,class,xmin,ymin,xmax,ymax
00000/00002_00003.jpg,30,29,twenty,6,5,25,24
00000/00002_00004.jpg,30,29,twenty,6,5,25,24
00000/00002_00005.jpg,31,31,twenty,6,6,26,26
00000/00002_00006.jpg,30,30,twenty,5,5,25,25
00000/00002_00007.jpg,32,31,twenty,6,5,27,26
00000/00002_00008.jpg,31,32,twenty,5,6,26,27
00000/00002_00009.jpg,34,33,twenty,6,5,29,28
00000/00002_00010.jpg,34,34,twenty,5,5,29,29
00000/00002_00011.jpg,35,35,twenty,5,5,30,30
00000/00002_00012.jpg,38,37,twenty,6,5,33,32
00000/00002_00013.jpg,39,39,twenty,6,6,34,34
00000/00002_00014.jpg,40,39,twenty,6,5,35,34
00000/00002_00015.jpg,41,41,twenty,6,6,36,36
00000/00002_00016.jpg,44,44,twenty,6,6,39,39
00000/00002_00017.jpg,46,45,twenty,6,5,41,40
00000/00002_00018.jpg,48,47,twenty,6,5,43,42
00000/00002_00019.jpg,51,50,twenty,6,5,46,45
00000/00002_00020.jpg,52,52,twenty,5,5,47,47
00000/00002_00021.jpg,55,55,twenty,6,6,50,50
00000/00002_00022.jpg,59,59,twenty,6,6,54,54
00000/00002_00023.jpg,62,63,twenty,5,6,57,58
00000/00002_00024.jpg,69,70,twenty,7,6,63,64
00000/00002_00025.jpg,74,75,twenty,6,6,68,69
00000/00002_00026.jpg,83,85,twenty,7,8,76,78
00000/00002_00027.jpg,92,95,twenty,8,9,84,87
00000/00002_00028.jpg,107,108,twenty,10,9,98,99
00000/00002_00029.jpg,122,124,twenty,11,11,112,114
00000/00003_00000.jpg,27,28,twenty,5,6,22,23
00000/00003_00001.jpg,28,29,twenty,5,6,22,23
00000/00003_00002.jpg,29,28,twenty,6,5,24,23
00000/00003_00003.jpg,29,30,twenty,5,6,24,25
00000/00003_00004.jpg,28,30,twenty,5,6,23,25
00000/00003_00005.jpg,31,31,twenty,6,6,25,25
00000/00003_00006.jpg,33,32,twenty,6,5,28,27
00000/00003_00007.jpg,31,33,twenty,6,6,26,28
00000/00003_00008.jpg,33,33,twenty,5,5,28,28
00000/00003_00009.jpg,34,34,twenty,5,5,29,29
00000/00003_00010.jpg,36,35,twenty,6,5,31,30
00000/00003_00011.jpg,37,37,twenty,6,6,31,31
00000/00003_00012.jpg,37,36,twenty,5,5,31,31
00000/00003_00013.jpg,38,39,twenty,5,6,32,33
00000/00003_00014.jpg,40,39,twenty,6,5,35,34
00000/00003_00015.jpg,41,40,twenty,6,5,36,35
00000/00003_00016.jpg,43,44,twenty,6,6,38,38
00000/00003_00017.jpg,43,45,twenty,5,5,38,40
00000/00003_00018.jpg,47,46,twenty,6,5,42,41
00000/00003_00019.jpg,50,50,twenty,5,5,45,45
00000/00003_00020.jpg,51,52,twenty,5,5,46,47
00000/00003_00021.jpg,53,54,twenty,5,5,48,49
00000/00003_00022.jpg,58,57,twenty,5,5,52,51
00000/00003_00023.jpg,62,60,twenty,5,6,56,55
00000/00003_00024.jpg,64,61,twenty,5,5,59,56
00000/00003_00025.jpg,70,69,twenty,6,7,64,62
00000/00003_00026.jpg,76,75,twenty,6,6,70,69
00000/00003_00027.jpg,85,84,twenty,8,8,78,76
00000/00003_00028.jpg,94,93,twenty,8,9,86,85
00000/00003_00029.jpg,109,104,twenty,10,9,100,95
00000/00004_00000.jpg,55,59,twenty,6,6,50,54
00000/00004_00001.jpg,56,60,twenty,5,5,50,54
00000/00004_00002.jpg,56,60,twenty,5,5,51,55
00000/00004_00003.jpg,57,61,twenty,5,5,52,55
00000/00004_00004.jpg,59,62,twenty,6,5,54,57
00000/00004_00005.jpg,59,63,twenty,5,5,54,58
00000/00004_00006.jpg,59,66,twenty,5,6,54,60
00000/00004_00007.jpg,63,68,twenty,6,6,57,62
00000/00004_00008.jpg,63,69,twenty,6,6,58,63
00000/00004_00009.jpg,65,70,twenty,6,6,60,64
00000/00004_00010.jpg,66,71,twenty,6,7,60,65
00000/00004_00011.jpg,68,72,twenty,6,7,61,65
00000/00004_00012.jpg,70,73,twenty,7,7,64,67
00000/00004_00013.jpg,70,74,twenty,7,7,64,67
00000/00004_00014.jpg,70,74,twenty,7,7,64,68
00000/00004_00015.jpg,72,75,twenty,7,6,65,68
00000/00004_00016.jpg,74,79,twenty,7,7,68,72
00000/00004_00017.jpg,74,80,twenty,6,8,67,73
00000/00004_00018.jpg,76,80,twenty,7,7,69,72
00000/00004_00019.jpg,77,82,twenty,7,7,71,75
00000/00004_00020.jpg,80,84,twenty,8,7,73,77
00000/00004_00021.jpg,81,85,twenty,7,7,73,78
00000/00004_00022.jpg,81,88,twenty,7,8,74,80
00000/00004_00023.jpg,84,88,twenty,8,7,76,81
00000/00004_00024.jpg,85,89,twenty,8,8,78,82
00000/00004_00025.jpg,86,93,twenty,7,8,78,84
00000/00004_00026.jpg,90,96,twenty,8,9,82,88
00000/00004_00027.jpg,95,100,twenty,9,9,87,92
00000/00004_00028.jpg,98,106,twenty,8,10,90,97
00000/00004_00029.jpg,107,110,twenty,9,10,97,101
00001/00000_00000.jpg,56,57,thirty,6,5,51,52
00001/00000_00001.jpg,55,57,thirty,5,6,50,52
00001/00000_00002.jpg,56,56,thirty,5,6,51,51
00001/00000_00003.jpg,58,58,thirty,6,6,53,52
00001/00000_00004.jpg,59,59,thirty,6,6,54,53
00001/00000_00005.jpg,57,59,thirty,5,6,52,54
00001/00000_00006.jpg,57,59,thirty,5,5,52,54
00001/00000_00007.jpg,57,59,thirty,5,5,52,53
00001/00000_00008.jpg,60,60,thirty,6,6,54,54
00001/00000_00009.jpg,61,61,thirty,5,6,55,56
00001/00000_00010.jpg,61,62,thirty,5,6,56,57
00001/00000_00011.jpg,63,62,thirty,5,5,57,57
00001/00000_00012.jpg,65,65,thirty,5,6,59,60
00001/00000_00013.jpg,68,68,thirty,7,7,62,62
00001/00000_00014.jpg,68,69,thirty,7,7,62,63
00001/00000_00015.jpg,69,70,thirty,7,7,63,64
00001/00000_00016.jpg,71,72,thirty,6,6,65,66
00001/00000_00017.jpg,72,74,thirty,6,6,66,67
00001/00000_00018.jpg,74,74,thirty,6,6,68,68
00001/00000_00019.jpg,79,80,thirty,7,8,72,73
00001/00000_00020.jpg,81,81,thirty,8,8,74,74
00001/00000_00021.jpg,82,82,thirty,7,7,75,75
00001/00000_00022.jpg,85,86,thirty,7,7,78,78
00001/00000_00023.jpg,89,88,thirty,8,7,82,81
00001/00000_00024.jpg,93,94,thirty,8,9,84,85
00001/00000_00025.jpg,97,96,thirty,9,8,88,88
00001/00000_00026.jpg,100,104,thirty,9,9,92,95
00001/00000_00027.jpg,105,107,thirty,10,9,96,98
00001/00000_00028.jpg,108,110,thirty,10,9,99,101
00001/00000_00029.jpg,114,118,thirty,10,11,104,108
00001/00001_00000.jpg,30,32,thirty,5,5,25,27
00001/00001_00001.jpg,30,33,thirty,5,6,25,28
00001/00001_00002.jpg,31,33,thirty,5,6,25,28
00001/00001_00003.jpg,32,33,thirty,6,6,26,28
00001/00001_00004.jpg,32,33,thirty,5,6,26,28
00001/00001_00005.jpg,34,33,thirty,6,5,29,28
00001/00001_00006.jpg,36,34,thirty,6,5,31,29
00001/00001_00007.jpg,37,35,thirty,6,5,32,30
00001/00001_00008.jpg,37,36,thirty,5,5,31,30
00001/00001_00009.jpg,38,37,thirty,6,5,33,31
00001/00001_00010.jpg,38,39,thirty,5,6,33,34
00001/00001_00011.jpg,38,39,thirty,5,5,33,33
00001/00001_00012.jpg,39,39,thirty,5,5,34,34
00001/00001_00013.jpg,39,41,thirty,5,6,34,35
00001/00001_00014.jpg,40,42,thirty,5,6,35,36
00001/00001_00015.jpg,42,43,thirty,5,6,37,38
00001/00001_00016.jpg,44,45,thirty,5,6,38,39
00001/00001_00017.jpg,44,46,thirty,5,6,39,40
00001/00001_00018.jpg,46,46,thirty,6,6,41,41
00001/00001_00019.jpg,48,46,thirty,6,5,42,41
00001/00001_00020.jpg,48,48,thirty,5,5,43,43
00001/00001_00021.jpg,51,50,thirty,6,5,46,45
00001/00001_00022.jpg,53,53,thirty,6,6,48,48
00001/00001_00023.jpg,55,54,thirty,6,6,49,49
00001/00001_00024.jpg,57,55,thirty,6,5,52,49
00001/00001_00025.jpg,59,57,thirty,6,6,54,52
00001/00001_00026.jpg,61,57,thirty,6,5,56,52
00001/00001_00027.jpg,63,60,thirty,5,5,58,54
00001/00001_00028.jpg,68,61,thirty,7,5,62,56
00001/00001_00029.jpg,71,67,thirty,6,6,65,61
00001/00002_00000.jpg,46,48,thirty,6,6,41,43
00001/00002_00001.jpg,45,47,thirty,5,5,40,42
00001/00002_00002.jpg,46,48,thirty,6,6,41,43
00001/00002_00003.jpg,46,47,thirty,6,5,41,42
00001/00002_00004.jpg,46,47,thirty,6,5,41,42
00001/00002_00005.jpg,46,48,thirty,6,6,41,43
00001/00002_00006.jpg,47,49,thirty,5,5,41,43
00001/00002_00007.jpg,50,50,thirty,6,5,45,45
00001/00002_00008.jpg,50,51,thirty,6,6,45,46
00001/00002_00009.jpg,49,50,thirty,5,5,44,45
00001/00002_00010.jpg,50,51,thirty,6,5,45,45
00001/00002_00011.jpg,52,53,thirty,6,5,47,47
00001/00002_00012.jpg,52,55,thirty,5,6,47,50
00001/00002_00013.jpg,52,55,thirty,5,6,47,50
00001/00002_00014.jpg,54,56,thirty,6,6,49,51
00001/00002_00015.jpg,52,55,thirty,6,5,47,50
00001/00002_00016.jpg,53,55,thirty,6,5,47,49
00001/00002_00017.jpg,54,56,thirty,6,6,48,50
00001/00002_00018.jpg,56,57,thirty,6,6,50,52
00001/00002_00019.jpg,57,56,thirty,6,5,52,51
00001/00002_00020.jpg,57,57,thirty,6,6,52,52
00001/00002_00021.jpg,58,58,thirty,6,6,53,53
00001/00002_00022.jpg,60,59,thirty,5,5,54,54
00001/00002_00023.jpg,62,63,thirty,5,6,57,58
00001/00002_00024.jpg,63,64,thirty,5,6,58,59
00001/00002_00025.jpg,63,64,thirty,5,6,58,59
00001/00002_00026.jpg,64,64,thirty,5,6,59,59
00001/00002_00027.jpg,70,68,thirty,6,7,64,62
00001/00002_00028.jpg,72,69,thirty,6,6,66,63
00001/00002_00029.jpg,74,70,thirty,7,6,68,64
00001/00003_00000.jpg,25,26,thirty,5,6,20,21
00001/00003_00001.jpg,27,27,thirty,6,6,21,22
00001/00003_00002.jpg,27,27,thirty,6,5,21,21
00001/00003_00003.jpg,28,28,thirty,6,5,22,22
00001/00003_00004.jpg,27,30,thirty,5,6,22,24
00001/00003_00005.jpg,29,31,thirty,5,6,23,25
00001/00003_00006.jpg,29,32,thirty,5,6,24,26
00001/00003_00007.jpg,33,33,thirty,6,6,28,27
00001/00003_00008.jpg,34,33,thirty,6,6,29,28
00001/00003_00009.jpg,35,35,thirty,6,6,29,29
00001/00003_00010.jpg,36,37,thirty,5,6,30,31
00001/00003_00011.jpg,37,38,thirty,5,6,31,32
00001/00003_00012.jpg,37,37,thirty,5,5,32,32
00001/00003_00013.jpg,37,39,thirty,5,6,32,33
00001/00003_00014.jpg,39,39,thirty,6,6,34,34
00001/00003_00015.jpg,41,41,thirty,6,6,36,36
00001/00003_00016.jpg,42,43,thirty,5,6,37,38
00001/00003_00017.jpg,46,45,thirty,5,5,40,40
00001/00003_00018.jpg,50,49,thirty,6,5,45,44
00001/00003_00019.jpg,54,53,thirty,6,5,49,48
00001/00003_00020.jpg,54,56,thirty,5,6,48,50
00001/00003_00021.jpg,58,59,thirty,6,6,52,53
00001/00003_00022.jpg,63,64,thirty,6,6,58,59
00001/00003_00023.jpg,70,72,thirty,6,7,64,66
00001/00003_00024.jpg,76,79,thirty,6,7,70,72
00001/00003_00025.jpg,86,86,thirty,8,7,79,79
00001/00003_00026.jpg,98,98,thirty,9,9,89,90
00001/00003_00027.jpg,114,117,thirty,10,10,104,106
00001/00003_00028.jpg,134,141,thirty,11,13,122,128
00001/00003_00029.jpg,164,170,thirty,15,14,150,156
00001/00004_00000.jpg,40,40,thirty,6,5,35,35
00001/00004_00001.jpg,41,42,thirty,5,6,36,37
00001/00004_00002.jpg,43,42,thirty,6,5,38,37
00001/00004_00003.jpg,44,46,thirty,5,5,39,41
00001/00004_00004.jpg,49,47,thirty,6,5,44,42
00001/00004_00005.jpg,52,51,thirty,6,5,47,46
00001/00004_00006.jpg,53,52,thirty,6,5,48,47
00001/00004_00007.jpg,60,61,thirty,5,5,55,56
00001/00004_00008.jpg,62,65,thirty,5,6,57,60
00001/00004_00009.jpg,73,75,thirty,6,7,67,69
00001/00004_00010.jpg,83,80,thirty,8,7,76,73
00001/00004_00011.jpg,92,88,thirty,9,7,84,81
00001/00004_00012.jpg,28,29,thirty,5,5,23,24
00001/00004_00013.jpg,31,32,thirty,6,6,26,27
00001/00004_00014.jpg,31,32,thirty,5,6,26,27
00001/00004_00015.jpg,33,32,thirty,6,5,28,27
00001/00004_00016.jpg,32,32,thirty,6,5,27,27
00001/00004_00017.jpg,34,35,thirty,6,6,29,30
00001/00004_00018.jpg,34,36,thirty,5,6,29,31
00001/00004_00019.jpg,36,37,thirty,6,6,31,32
00001/00004_00020.jpg,37,38,thirty,5,6,32,33
00001/00004_00021.jpg,39,39,thirty,5,5,34,34
00001/00004_00022.jpg,41,41,thirty,6,6,36,36
00001/00004_00023.jpg,44,43,thirty,6,5,39,38
00001/00004_00024.jpg,47,46,thirty,6,5,42,41
00001/00004_00025.jpg,48,48,thirty,6,6,43,43
00001/00004_00026.jpg,50,51,thirty,6,6,45,46
00001/00004_00027.jpg,55,55,thirty,6,6,50,50
00001/00004_00028.jpg,59,59,thirty,6,6,54,54
00001/00004_00029.jpg,63,64,thirty,5,6,58,59
00001/00005_00000.jpg,30,28,thirty,6,5,25,23
00001/00005_00001.jpg,29,30,thirty,5,5,24,25
00001/00005_00002.jpg,29,31,thirty,5,6,24,26
00001/00005_00003.jpg,30,30,thirty,5,5,25,25
00001/00005_00004.jpg,32,31,thirty,6,5,26,25
00001/00005_00005.jpg,33,32,thirty,6,5,28,27
00001/00005_00006.jpg,32,34,thirty,5,6,27,29
00001/00005_00007.jpg,34,32,thirty,6,6,29,27
00001/00005_00008.jpg,33,35,thirty,5,6,28,29
00001/00005_00009.jpg,34,35,thirty,5,6,29,30
00001/00005_00010.jpg,36,36,thirty,6,6,31,31
00001/00005_00011.jpg,38,38,thirty,6,6,32,32
00001/00005_00012.jpg,39,39,thirty,5,6,33,34
00001/00005_00013.jpg,39,40,thirty,5,6,34,35
00001/00005_00014.jpg,42,40,thirty,5,6,37,35
00001/00005_00015.jpg,43,43,thirty,6,6,38,38
00001/00005_00016.jpg,46,44,thirty,6,5,41,39
00001/00005_00017.jpg,47,46,thirty,5,5,41,40
00001/00005_00018.jpg,49,47,thirty,5,5,43,42
00001/00005_00019.jpg,51,50,thirty,6,6,46,45
00001/00005_00020.jpg,50,49,thirty,5,5,45,44
00001/00005_00021.jpg,53,52,thirty,5,5,48,47
00001/00005_00022.jpg,55,53,thirty,6,5,50,48
00001/00005_00023.jpg,57,55,thirty,6,5,52,50
00001/00005_00024.jpg,58,57,thirty,6,5,53,52
00001/00005_00025.jpg,59,57,thirty,5,5,53,52
00001/00005_00026.jpg,61,59,thirty,6,6,55,54
00001/00005_00027.jpg,62,62,thirty,5,6,57,57
00001/00005_00028.jpg,63,63,thirty,5,6,57,57
00001/00005_00029.jpg,64,63,thirty,5,6,58,58
00001/00006_00000.jpg,44,50,thirty,6,6,39,45
00001/00006_00001.jpg,43,49,thirty,5,5,38,44
00001/00006_00002.jpg,44,50,thirty,6,5,39,45
00001/00006_00003.jpg,43,50,thirty,5,5,38,45
00001/00006_00004.jpg,43,51,thirty,5,5,38,45
00001/00006_00005.jpg,44,51,thirty,5,5,39,46
00001/00006_00006.jpg,46,53,thirty,6,5,40,47
00001/00006_00007.jpg,46,54,thirty,5,6,40,49
00001/00006_00008.jpg,46,55,thirty,5,6,41,50
00001/00006_00009.jpg,47,56,thirty,5,6,42,51
00001/00006_00010.jpg,50,58,thirty,6,6,44,53
00001/00006_00011.jpg,50,59,thirty,5,5,44,53
00001/00006_00012.jpg,51,59,thirty,5,5,45,54
00001/00006_00013.jpg,52,62,thirty,5,6,47,57
00001/00006_00014.jpg,55,63,thirty,6,5,49,58
00001/00006_00015.jpg,55,67,thirty,5,6,50,61
00001/00006_00016.jpg,57,70,thirty,5,7,52,64
00001/00006_00017.jpg,61,72,thirty,6,6,55,65
00001/00006_00018.jpg,62,76,thirty,5,7,57,69
00001/00006_00019.jpg,64,77,thirty,5,7,59,71
00001/00006_00020.jpg,69,81,thirty,6,7,63,74
00001/00006_00021.jpg,73,84,thirty,7,7,67,77
00001/00006_00022.jpg,76,89,thirty,6,8,70,82
00001/00006_00023.jpg,83,95,thirty,7,8,76,87
00001/00006_00024.jpg,88,101,thirty,7,9,81,93
00001/00006_00025.jpg,96,108,thirty,8,9,88,99
00001/00006_00026.jpg,106,117,thirty,10,10,97,107
00001/00006_00027.jpg,109,123,thirty,9,11,100,112
00001/00006_00028.jpg,122,135,thirty,10,12,112,123
00001/00006_00029.jpg,140,148,thirty,13,13,128,136
00001/00007_00000.jpg,50,49,thirty,5,5,45,44
00001/00007_00001.jpg,51,51,thirty,5,6,46,46
00001/00007_00002.jpg,52,52,thirty,5,5,47,46
00001/00007_00003.jpg,53,53,thirty,5,5,48,47
00001/00007_00004.jpg,54,54,thirty,5,5,49,49
00001/00007_00005.jpg,55,56,thirty,5,6,50,50
00001/00007_00006.jpg,56,56,thirty,5,6,51,51
00001/00007_00007.jpg,57,57,thirty,5,6,52,52
00001/00007_00008.jpg,58,58,thirty,5,6,53,53
00001/00007_00009.jpg,59,59,thirty,5,6,54,54
00001/00007_00010.jpg,60,59,thirty,5,5,55,54
00001/00007_00011.jpg,61,62,thirty,5,6,56,56
00001/00007_00012.jpg,62,63,thirty,5,6,57,57
00001/00007_00013.jpg,64,64,thirty,5,6,59,59
00001/00007_00014.jpg,69,64,thirty,7,5,62,59
00001/00007_00015.jpg,69,67,thirty,6,6,63,61
00001/00007_00016.jpg,71,69,thirty,6,6,65,62
00001/00007_00017.jpg,74,71,thirty,7,7,68,65
00001/00007_00018.jpg,75,72,thirty,6,6,69,66
00001/00007_00019.jpg,80,75,thirty,8,7,73,69
00001/00007_00020.jpg,82,77,thirty,8,7,75,71
00001/00007_00021.jpg,84,81,thirty,7,8,76,74
00001/00007_00022.jpg,86,83,thirty,7,7,79,76
00001/00007_00023.jpg,88,84,thirty,8,7,81,77
00001/00007_00024.jpg,88,86,thirty,7,7,81,79
00001/00007_00025.jpg,95,92,thirty,9,9,86,84
00001/00007_00026.jpg,97,96,thirty,8,9,89,88
00001/00007_00027.jpg,100,98,thirty,8,8,92,90
00001/00007_00028.jpg,107,104,thirty,10,9,98,95
00001/00007_00029.jpg,112,110,thirty,10,10,103,101
00001/00008_00000.jpg,44,47,thirty,5,5,39,42
00001/00008_00001.jpg,44,46,thirty,6,5,39,41
00001/00008_00002.jpg,43,46,thirty,5,5,38,41
00001/00008_00003.jpg,43,47,thirty,5,5,38,42
00001/00008_00004.jpg,43,47,thirty,5,5,38,42
00001/00008_00005.jpg,43,47,thirty,5,5,38,42
00001/00008_00006.jpg,46,50,thirty,6,6,41,45
00001/00008_00007.jpg,46,49,thirty,6,5,41,44
00001/00008_00008.jpg,45,49,thirty,5,6,40,44
00001/00008_00009.jpg,46,51,thirty,5,5,41,46
00001/00008_00010.jpg,47,51,thirty,6,5,42,46
00001/00008_00011.jpg,48,51,thirty,6,5,43,46
00001/00008_00012.jpg,47,50,thirty,6,5,42,45
00001/00008_00013.jpg,49,53,thirty,5,6,44,48
00001/00008_00014.jpg,48,52,thirty,5,5,43,47
00001/00008_00015.jpg,48,55,thirty,5,6,43,50
00001/00008_00016.jpg,51,54,thirty,5,5,46,49
00001/00008_00017.jpg,51,56,thirty,5,5,46,51
00001/00008_00018.jpg,51,56,thirty,5,5,46,51
00001/00008_00019.jpg,54,58,thirty,6,5,49,53
00001/00008_00020.jpg,53,59,thirty,5,5,48,54
00001/00008_00021.jpg,53,59,thirty,5,5,48,54
00001/00008_00022.jpg,56,61,thirty,6,5,51,56
00001/00008_00023.jpg,57,62,thirty,6,5,52,57
00001/00008_00024.jpg,57,62,thirty,5,5,52,57
00001/00008_00025.jpg,60,64,thirty,6,5,55,59
00001/00008_00026.jpg,60,65,thirty,6,6,55,60
00001/00008_00027.jpg,62,70,thirty,6,7,57,64
00001/00008_00028.jpg,64,72,thirty,6,7,59,66
00001/00008_00029.jpg,68,74,thirty,7,6,62,68
00001/00009_00000.jpg,28,30,thirty,5,6,23,25
00001/00009_00001.jpg,28,29,thirty,5,5,23,24
00001/00009_00002.jpg,30,30,thirty,6,5,25,24
00001/00009_00003.jpg,30,31,thirty,5,6,25,26
00001/00009_00004.jpg,31,31,thirty,5,5,25,25
00001/00009_00005.jpg,33,33,thirty,6,6,27,28
00001/00009_00006.jpg,33,34,thirty,6,6,28,29
00001/00009_00007.jpg,34,33,thirty,6,5,28,27
00001/00009_00008.jpg,33,33,thirty,5,5,28,28
00001/00009_00009.jpg,34,34,thirty,5,6,29,29
00001/00009_00010.jpg,35,34,thirty,5,5,30,29
00001/00009_00011.jpg,36,36,thirty,5,6,30,30
00001/00009_00012.jpg,38,37,thirty,6,6,33,32
00001/00009_00013.jpg,38,37,thirty,5,5,33,32
00001/00009_00014.jpg,39,39,thirty,6,6,34,34
00001/00009_00015.jpg,40,40,thirty,6,6,35,35
00001/00009_00016.jpg,41,40,thirty,6,5,36,35
00001/00009_00017.jpg,42,42,thirty,6,6,37,37
00001/00009_00018.jpg,43,44,thirty,5,6,38,39
00001/00009_00019.jpg,45,44,thirty,5,5,40,39
00001/00009_00020.jpg,46,45,thirty,5,5,41,40
00001/00009_00021.jpg,47,47,thirty,5,5,42,41
00001/00009_00022.jpg,51,50,thirty,5,5,46,45
00001/00009_00023.jpg,55,53,thirty,6,5,50,48
00001/00009_00024.jpg,57,55,thirty,6,5,52,50
00001/00009_00025.jpg,57,58,thirty,5,6,52,53
00001/00009_00026.jpg,59,60,thirty,5,5,54,55
00001/00009_00027.jpg,63,64,thirty,5,6,58,59
00001/00009_00028.jpg,69,68,thirty,7,6,63,62
00001/00009_00029.jpg,73,71,thirty,7,6,67,65
00001/00010_00000.jpg,29,28,thirty,6,6,24,23
00001/00010_00001.jpg,31,29,thirty,6,6,25,24
00001/00010_00002.jpg,31,30,thirty,6,5,26,24
00001/00010_00003.jpg,31,31,thirty,6,6,26,26
00001/00010_00004.jpg,30,29,thirty,6,5,25,24
00001/00010_00005.jpg,31,31,thirty,6,6,26,26
00001/00010_00006.jpg,30,32,thirty,5,6,25,26
00001/00010_00007.jpg,32,32,thirty,6,6,27,27
00001/00010_00008.jpg,32,34,thirty,5,6,27,28
00001/00010_00009.jpg,34,33,thirty,6,5,29,28
00001/00010_00010.jpg,36,34,thirty,6,6,30,29
00001/00010_00011.jpg,36,35,thirty,6,5,31,29
00001/00010_00012.jpg,37,36,thirty,6,5,32,30
00001/00010_00013.jpg,37,38,thirty,5,6,32,33
00001/00010_00014.jpg,37,37,thirty,5,5,32,32
00001/00010_00015.jpg,39,39,thirty,6,5,34,33
00001/00010_00016.jpg,41,41,thirty,6,6,36,36
00001/00010_00017.jpg,41,42,thirty,5,5,36,36
00001/00010_00018.jpg,44,44,thirty,6,6,39,39
00001/00010_00019.jpg,45,45,thirty,6,5,40,39
00001/00010_00020.jpg,47,47,thirty,6,5,42,42
00001/00010_00021.jpg,48,49,thirty,5,6,43,44
00001/00010_00022.jpg,51,51,thirty,6,6,46,46
00001/00010_00023.jpg,54,53,thirty,6,5,49,48
00001/00010_00024.jpg,57,56,thirty,6,5,52,51
00001/00010_00025.jpg,60,59,thirty,6,5,55,54
00001/00010_00026.jpg,64,64,thirty,5,5,59,59
00001/00010_00027.jpg,71,71,thirty,7,7,65,65
00001/00010_00028.jpg,76,76,thirty,7,7,70,70
00001/00010_00029.jpg,84,86,thirty,7,8,77,79
00001/00011_00000.jpg,27,28,thirty,5,5,22,23
